name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Renault KWID RXL,2018,12.76568843,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Mahindra Bolero 2011-2019 ZLX BSIII,2014,13.18063229,120000,Diesel,Individual,Manual,Third Owner,15.96,2523,62.1,7
Chevrolet Spark 1.0 LS,2011,11.91839057,35000,Petrol,Individual,Manual,First Owner,18,995,62,5
Hyundai Elite i20 Magna Plus BSIV,2019,13.34550693,12500,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5
Hyundai Grand i10 Magna,2014,12.84264947,80000,Petrol,Individual,Manual,First Owner,18.9,1197,82,5
Renault KWID RXT,2015,12.25486281,210000,Petrol,Individual,Manual,Second Owner,25.17,799,53.3,5
Maruti Swift Dzire VDI,2018,13.45883561,100000,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02,5
Hyundai Santro Xing GL Plus,2011,11.95761129,110000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5
Mahindra Bolero Power Plus ZLX,2016,13.45883561,103000,Diesel,Individual,Manual,First Owner,16.5,1493,70,7
Maruti Wagon R LXI Minor,2010,12.17561344,577414,Petrol,Individual,Manual,Second Owner,18.9,1061,67,5
Maruti Alto LX,2006,11.69524702,100000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Honda Amaze S AT i-Vtech,2015,12.9360338,45000,Petrol,Individual,Automatic,First Owner,15.5,1198,86.7,5
Honda Amaze S AT i-Vtech,2015,13.01700286,45000,Petrol,Individual,Automatic,First Owner,15.5,1198,86.7,5
Honda Brio S MT,2014,12.69158046,40000,Petrol,Individual,Manual,Third Owner,19.4,1198,86.8,5
Mahindra Bolero 2011-2019 Plus AC,2014,13.17115354,200000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,9
Hyundai EON Magna Plus,2017,12.4874851,100000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Maruti Omni 8 Seater BSII,2008,11.51292546,120000,Petrol,Individual,Manual,Second Owner,19.7,796,35,8
Tata Zest Quadrajet 1.3 XM,2015,12.89921983,100000,Diesel,Individual,Manual,First Owner,23,1248,88.7,5
Hyundai i20 Magna Optional 1.4 CRDi,2013,12.7512997,40000,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,5
Mahindra Thar CRDe,2018,13.65299163,15000,Diesel,Individual,Manual,Second Owner,16.55,2498,105,6
Maruti Ignis 1.2 AMT Zeta BSIV,2018,13.33747476,15000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,5
Maruti Baleno Alpha 1.2,2018,13.45883561,10000,Petrol,Individual,Manual,Second Owner,21.4,1197,83.1,5
Tata Indica Vista Quadrajet VX,2012,12.20607265,90000,Diesel,Individual,Manual,First Owner,22.3,1248,74,5
Mahindra Bolero Power Plus LX,2017,13.39999511,80000,Diesel,Individual,Manual,First Owner,16.5,1493,70,7
Mitsubishi Pajero Sport 4X4,2015,14.34613881,39000,Diesel,Individual,Manual,First Owner,13.5,2477,175.56,7
Tata Indica V2 DLE BSIII,2009,11.40756495,60000,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5
Mahindra XUV500 W6 2WD,2015,13.86430072,28000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,7
Ford Figo Petrol EXI,2010,11.98292909,90000,Petrol,Individual,Manual,Second Owner,15.6,1196,70,5
Honda Civic 1.8 (E) MT,2006,11.91839057,80000,Petrol,Individual,Manual,Third Owner,13.5,1799,130,5
Maruti Zen Estilo LX BSIV,2010,12.20607265,35000,Petrol,Individual,Manual,First Owner,19,998,67.1,5
Toyota Corolla Altis Diesel D4DG,2011,12.80765263,185000,Diesel,Individual,Manual,Second Owner,21.43,1364,87.2,5
Fiat Punto 1.2 Active,2009,11.8493977,110000,Petrol,Individual,Manual,Second Owner,15.7,1172,67,5
Fiat Avventura Power Up 1.3 Active,2016,12.79385931,100000,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5
Honda City 2017-2020 GXi,2008,12.20607265,110000,Petrol,Individual,Manual,Second Owner,17.7,1497,78,5
Skoda Laura Ambiente,2010,12.4292162,100000,Diesel,Individual,Manual,Second Owner,17.5,1896,106,5
Skoda Laura Ambiente 1.9 PD,2008,12.34583024,110000,Diesel,Individual,Manual,Second Owner,17.5,1896,106,5
Ford Fiesta 1.4 ZXi TDCi ABS,2011,12.67607627,130000,Diesel,Individual,Manual,Second Owner,17.8,1399,68,5
Hyundai Creta 1.6 SX,2018,13.99783211,27000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,5
Maruti Baleno Zeta Automatic,2018,13.51440547,9000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5
Maruti Ignis 1.2 AMT Zeta BSIV,2019,13.25339164,19000,Petrol,Individual,Automatic,Second Owner,20.89,1197,81.8,5
Tata Indigo CR4,2013,12.4292162,100000,Diesel,Individual,Manual,First Owner,23.57,1396,70,5
Maruti Wagon R AMT VXI,2017,12.97154049,20000,Petrol,Individual,Automatic,First Owner,20.51,998,67,5
Hyundai EON Era,2014,12.32385568,35000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Hyundai i20 Sportz 1.4 CRDi,2014,12.99453001,70000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,13.59236701,70000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
Hyundai Grand i10 CRDi Sportz,2015,13.01700286,53000,Diesel,Individual,Manual,First Owner,24,1120,70,5
Maruti Swift Dzire VDI,2013,12.94800999,105000,Diesel,Individual,Manual,Second Owner,23.4,1248,74,5
Toyota Innova 2.5 EV PS 8 STR BSIV,2011,13.12236338,121941,Diesel,Dealer,Manual,First Owner,12.8,2494,102,8
Tata Tiago 1.2 Revotron XZ,2016,12.76568843,15000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5
Mahindra Xylo D2 BSIV,2014,12.54254488,100000,Diesel,Individual,Manual,First Owner,14,2489,95,8
Renault Duster 85PS Diesel RxL Optional with Nav,2013,12.95984445,152186,Diesel,Dealer,Manual,Second Owner,20.45,1461,83.8,5
Hyundai i10 Magna,2013,12.59473064,82246,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5
Maruti Swift VXI Optional,2016,13.19932442,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
Maruti Swift Dzire ZDI,2017,13.53314765,40000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
Toyota Innova 2.5 GX 8 STR BSIV,2011,13.38472764,89580,Diesel,Dealer,Manual,Second Owner,12.8,2494,102,8
Toyota Innova 2.5 VX 7 STR,2011,13.21767356,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102,7
Toyota Innova 2.5 V Diesel 7-seater,2011,13.21767356,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102,7
Ford Figo 1.2P Titanium MT,2019,13.42246797,2789,Petrol,Dealer,Manual,First Owner,18.16,1196,86.8,5
Ford Freestyle Titanium Plus Diesel,2018,13.45883561,35278,Diesel,Dealer,Manual,First Owner,23.8,1499,98.97,5
Ford Freestyle Titanium Diesel,2018,13.58609739,2860,Diesel,Dealer,Manual,First Owner,23.8,1499,98.97,5
Toyota Innova 2.5 VX 7 STR,2010,13.15192218,200000,Diesel,Individual,Manual,First Owner,12.8,2494,102,7
Mahindra KUV 100 G80 K4 Plus,2018,13.01700286,20000,Petrol,Individual,Manual,First Owner,18.15,1198,82,6
Hyundai Getz 1.1 GVS,2008,11.9511804,60000,Petrol,Individual,Manual,Third Owner,15,1086,66.6,5
Toyota Etios VXD,2011,12.76568843,100000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.1,5
Ford Figo Diesel Titanium,2011,12.4292162,78562,Diesel,Dealer,Manual,First Owner,20,1399,68,5
Hyundai Verna 1.6 SX,2011,13.01700286,96000,Diesel,Individual,Manual,Fourth & Above Owner,22.32,1582,126.32,5
Maruti 800 EX BSII,2003,10.92592049,36088,Petrol,Individual,Manual,First Owner,16.1,796,37,4
Hyundai i20 Sportz 1.4 CRDi,2014,12.94800999,50000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,13.52782849,40000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5
Datsun GO T Option,2020,13.01700286,10000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,5
Maruti Swift Vdi BSIII,2008,12.07254125,60000,Diesel,Individual,Manual,Second Owner,17.8,1248,75,5
Hyundai i20 Active SX Petrol,2019,13.38472764,10000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5
Maruti Ertiga ZDI Plus,2018,13.86430072,10000,Diesel,Individual,Manual,First Owner,25.47,1248,88.5,7
Hyundai Verna 1.6 SX CRDi (O),2011,12.8346813,35000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
Hyundai Santa Fe 2WD MT,2014,13.91082074,80000,Diesel,Individual,Manual,First Owner,14.74,2199,194.3,7
Mahindra XUV500 W11 BSIV,2019,14.25376549,28000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7
Ford Figo Aspire 1.5 TDCi Sports Edition,2017,13.33747476,35000,Diesel,Individual,Manual,First Owner,24.29,1498,99,5
Jeep Compass 2.0 Limited 4X4,2017,14.22828224,32000,Diesel,Individual,Manual,First Owner,16.3,1956,170,5
Maruti Wagon R LXI,2003,11.81303006,40000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
Renault KWID RXL,2019,12.67607627,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Mahindra XUV500 W11 AT BSIV,2019,14.31628585,25000,Diesel,Individual,Automatic,Second Owner,15.1,2179,152.87,7
Maruti Alto K10 VXI,2016,12.67607627,50000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
Maruti Swift Dzire Zdi BSIV,2012,12.89921983,129000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
Mahindra XUV500 AT W10 FWD,2015,13.71015004,100000,Diesel,Individual,Automatic,Second Owner,16,2179,140,7
Maruti Alto 800 LXI,2018,12.64432758,30000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
Tata Nexon 1.2 Revotron XM,2018,13.29631668,28000,Petrol,Individual,Manual,Second Owner,17,1198,108.5,5
Mahindra Verito 1.6 G6 Executive BSIII,2013,12.76568843,70000,Petrol,Individual,Manual,First Owner,13.87,1598,86,5
Tata Indica Vista TDI LX,2013,12.52452638,110000,Diesel,Individual,Manual,First Owner,19.1,1405,70,5
Maruti Eeco 5 Seater AC BSIV,2019,12.94800999,10000,Petrol,Individual,Manual,First Owner,15.37,1196,73,5
Hyundai Verna CRDi SX ABS,2008,12.4292162,110000,Diesel,Individual,Manual,Second Owner,18.1,1493,110,5
Maruti Swift Ldi BSIV,2007,12.4292162,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75,5
Hyundai Xcent 1.2 Kappa AT SX Option,2016,13.17115354,60000,Petrol,Individual,Automatic,First Owner,16.9,1197,82,5
Mahindra Scorpio LX 2.6 Turbo,2008,12.4292162,110000,Diesel,Individual,Manual,Third Owner,10.5,2609,120,7
Maruti Celerio VXI,2017,12.97154049,10000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
Maruti Baleno Zeta 1.2,2017,13.3534751,35000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5
Tata Tigor 1.2 Revotron XZ Option,2018,13.21767356,23000,Petrol,Individual,Manual,First Owner,20.3,1199,84,5
Maruti Swift VDI,2019,13.3534751,15000,Diesel,Individual,Manual,Second Owner,28.4,1248,74,5
Mahindra TUV 300 Plus P4 BSIV,2018,13.65299163,20000,Diesel,Individual,Manual,First Owner,18.49,2179,120,9
Mahindra Bolero SLX 2WD,2011,13.0280527,90000,Diesel,Individual,Manual,First Owner,13.6,2523,63,7
Mahindra Bolero SLX 2WD,2011,13.00582956,90000,Diesel,Individual,Manual,First Owner,13.6,2523,63,7
Hyundai i20 Sportz 1.4 CRDi,2013,12.82125828,80000,Diesel,Individual,Manual,First Owner,21.9,1396,88.76,5
Hyundai Grand i10 Sportz,2016,13.12236338,50000,Petrol,Individual,Manual,First Owner,18.9,1197,82,5
Tata Indica Vista TDI LX,2012,11.8493977,185000,Diesel,Individual,Manual,Second Owner,19.4,1405,70,5
Maruti Swift VXI,2019,13.21767356,40000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
Renault KWID 1.0 RXT Optional,2017,12.61153775,30000,Petrol,Individual,Manual,First Owner,23.01,999,67,5
Tata Indigo CS eLX BS IV,2011,11.91839057,120000,Diesel,Individual,Manual,First Owner,23.03,1396,69,5
Maruti Wagon R VXI BS IV,2011,12.34583024,500000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,13.68767719,46000,Diesel,Individual,Manual,First Owner,15.4,2179,120,7
Toyota Fortuner 3.0 Diesel,2011,13.71015004,120000,Diesel,Individual,Manual,First Owner,11.5,2982,171,7
Mahindra Scorpio S2 9 Seater,2015,13.48700649,80000,Diesel,Individual,Manual,First Owner,15.4,2523,75,9
Hyundai i20 Magna 1.4 CRDi,2016,13.21767356,90000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5
Mahindra Scorpio S2 9 Seater,2015,13.48700649,90000,Diesel,Individual,Manual,First Owner,15.4,2523,75,9
Maruti Swift VDI BSIV,2016,13.19002203,70000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
Hyundai Xcent 1.1 CRDi Base,2015,12.67607627,91000,Diesel,Individual,Manual,Third Owner,24.4,1120,71,5
Hyundai i20 Sportz Option 1.4 CRDi,2015,13.12236338,90000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
Maruti Ertiga VDI,2014,13.17115354,110000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7
Renault KWID 1.0 RXT BSIV,2019,12.30138283,90000,Petrol,Individual,Manual,First Owner,23.01,999,67,5
Tata Tiago 1.2 Revotron XT,2018,12.76568843,50000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5
Mahindra TUV 300 mHAWK100 T8,2016,13.18063229,60000,Diesel,Individual,Manual,First Owner,18.49,1493,100,7
Maruti Alto 800 LXI,2013,12.27839331,35000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
Volkswagen Vento Diesel Highline,2012,12.72188581,100000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5
Hyundai Xcent 1.1 CRDi Base,2015,12.67607627,90000,Diesel,Individual,Manual,Second Owner,24.4,1120,71,5
Ford Figo Diesel LXI,2011,11.81303006,120000,Diesel,Individual,Manual,Second Owner,20,1399,68,5
Maruti A-Star Vxi,2009,12.07254125,95000,Petrol,Individual,Manual,Second Owner,19,998,66.1,5
Mahindra Bolero 2011-2019 ZLX,2017,13.59236701,35000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
Tata Indica GLS BS IV,2007,11.26446411,38000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,5
Honda City i VTEC VX,2014,13.24458101,56000,Petrol,Individual,Manual,Second Owner,17.4,1497,117.3,5
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,13.26212532,50000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
Hyundai EON Era Plus,2014,12.04355372,70000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
Maruti Alto 800 VXI,2014,12.43320423,30000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
Mahindra XUV500 W10 2WD,2015,13.76421726,188000,Diesel,Individual,Manual,First Owner,16,2179,140,7
Honda City i VTEC E,2014,13.38472764,60000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5
Tata Safari Storme EX,2013,13.21767356,133000,Diesel,Individual,Manual,First Owner,14,2179,138.1,7
Toyota Innova 2.5 E Diesel PS 7-Seater,2010,13.38472764,160000,Diesel,Individual,Manual,First Owner,12.8,2494,102,7
Mahindra XUV500 W8 4WD,2013,13.59236701,150000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,7
Maruti Alto 800 VXI,2020,12.43320423,30000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,5
Maruti Alto 800 LXI,2013,12.04355372,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
Tata Indigo CS LE (TDI) BS-III,2013,12.4292162,30000,Diesel,Individual,Manual,First Owner,19.09,1396,69,5
Chevrolet Enjoy Petrol LS 7 Seater,2014,12.65075847,80000,Petrol,Individual,Manual,First Owner,13.7,1399,98.82,7
Maruti Alto 800 LXI,2014,12.4292162,20000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
Hyundai EON Magna Plus,2013,12.20607265,80000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Mahindra Scorpio S2 7 Seater,2016,13.41503299,73000,Diesel,Individual,Manual,First Owner,15.4,2523,75,7
Hyundai EON D Lite Plus,2017,12.50617724,50000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Mahindra Bolero 2011-2019 SLX,2012,12.79385931,200000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
Maruti Swift VDI,2018,13.3534751,46000,Diesel,Individual,Manual,First Owner,28.4,1248,74,5
Mahindra Supro LX 8 Str,2018,12.89921983,50000,Diesel,Individual,Manual,First Owner,23.5,909,45,8
Maruti XL6 Alpha,2019,13.81551056,15000,Petrol,Individual,Manual,First Owner,19.01,1462,103.2,6
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2017,13.38472764,44000,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,5
Maruti Ritz VDi,2010,12.28765263,120000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5
Maruti Swift ZXI,2012,12.54254488,70000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5
Ford Classic 1.6 Duratec LXI,2013,12.76568843,90000,Petrol,Individual,Manual,First Owner,14.09,1596,99.6,5
Mahindra XUV500 W10 2WD,2017,13.9552725,42000,Diesel,Individual,Manual,Second Owner,16,2179,140,7
Hyundai Grand i10 Magna,2016,12.94800999,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,82,5
Maruti Ciaz 1.4 Alpha,2017,13.60478953,80000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5
Hyundai i20 1.2 Sportz,2011,12.5776362,90000,Petrol,Individual,Manual,Third Owner,17,1197,80,5
Chevrolet Beat LT,2012,12.10071213,60000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5
Maruti Eeco 5 Seater AC BSIV,2010,11.98292909,162000,Petrol,Individual,Manual,First Owner,15.37,1196,73,5
Tata Nano XE,2017,11.09741002,70000,Petrol,Individual,Manual,Third Owner,23.9,624,37.48,4
Maruti Wagon R Stingray VXI,2015,12.81855192,20000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5
Tata New Safari DICOR 2.2 VX 4x2 BS IV,2012,12.61153775,80000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,7
Mahindra Bolero PLUS AC,2008,12.76568843,90000,Diesel,Individual,Manual,First Owner,13.6,2523,63,7
Hyundai i10 Asta Sunroof AT,2008,12.30138283,120000,Petrol,Individual,Automatic,Second Owner,19.2,1197,80,5
Chevrolet Tavera B3 LT L1 10 Seats BSIII,2005,11.98292909,220000,Diesel,Individual,Manual,First Owner,14.8,2499,80,10
Maruti Swift Ldi BSIV,2009,12.30591798,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75,5
Tata Zest Revotron 1.2 XT,2017,12.89921983,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5
Toyota Camry V4 (MT),2004,12.4292162,120000,Petrol,Individual,Manual,Second Owner,13.4,2362,164.7,5
Mahindra Bolero DI BSIII,2011,12.87390202,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.6,2523,63,7
Maruti Eeco 5 Seater AC BSIV,2012,12.15477935,110000,Petrol,Individual,Manual,First Owner,15.37,1196,73,5
Renault KWID RXT,2017,12.61153775,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Hyundai i20 1.4 Asta Dual Tone,2017,13.52782849,27000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
Maruti Swift Dzire VDI,2016,13.38472764,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
Honda Amaze i-VTEC Privilege Edition,2018,13.36138028,40000,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,5
Hyundai Verna 1.6 SX,2013,13.16158409,88000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
Mahindra Scorpio S11 4WD BSIV,2020,14.22097567,50000,Diesel,Individual,Manual,First Owner,16.36,2179,140,7
Hyundai Verna 1.6 SX CRDi (O),2012,12.9360338,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
Hyundai Elite i20 Diesel Sportz,2019,13.45883561,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5
Maruti Swift LXI,2017,13.09190211,26000,Petrol,Individual,Manual,Second Owner,21.21,1197,81.8,5
Ford Fiesta 1.4 Durasport EXI,2007,11.69524702,80000,Petrol,Individual,Manual,Second Owner,16.6,1388,68,5
Hyundai EON Era Plus,2014,12.30138283,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
Hyundai i10 Magna,2014,12.67607627,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
Maruti Swift VDI,2011,12.8346813,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,5
Hyundai Verna 1.6 SX CRDi (O),2012,12.99453001,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
Hyundai Grand i10 1.2 Kappa Magna AT,2019,13.21767356,15000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5
Maruti Swift ZDI BSIV,2017,13.36922346,35000,Diesel,Individual,Manual,Second Owner,25.2,1248,74,5
Toyota Etios GD,2014,12.94800999,120000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5
Hyundai Grand i10 CRDi Sportz,2016,12.70684793,63000,Diesel,Individual,Manual,Third Owner,24,1120,70,5
Volkswagen Ameo 1.5 TDI Highline Plus,2019,13.59236701,25000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5
Maruti Wagon R LXI BS IV,2011,12.3883942,64500,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
Mahindra KUV 100 mFALCON D75 K2 Plus,2016,12.79385931,100000,Diesel,Individual,Manual,Second Owner,25.32,1198,77,6
Hyundai Verna 1.6 CRDi SX,2017,13.52782849,40000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5
Hyundai i20 1.2 Magna Executive,2017,13.25339164,15000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5
Toyota Etios Liva GD,2015,13.01700286,25000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5
Maruti Ritz LXi,2016,12.50617724,82000,Petrol,Individual,Manual,Third Owner,18.5,1197,85.8,5
Maruti Ertiga VDI,2012,13.03897959,87000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7
Maruti Alto K10 VXI,2015,12.3883942,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5
Renault Duster 110PS Diesel RxZ,2012,12.67607627,110000,Diesel,Individual,Manual,Third Owner,19.01,1461,108.45,5
Tata Manza Aura (ABS) Quadrajet BS IV,2011,11.91170158,148000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,5
Mahindra Scorpio S11 BSIV,2018,14.22097567,40000,Diesel,Individual,Manual,First Owner,16.36,2179,140,7
Hyundai Accent Executive,2011,12.10071213,70000,Petrol,Individual,Manual,First Owner,16.36,1495,93.7,5
Hyundai Santro Xing GLS LPG,2012,12.1281111,70000,LPG,Individual,Manual,Second Owner,13.45,1086,62.1,5
Maruti 800 AC,2008,11.08214255,40000,Petrol,Individual,Manual,Second Owner,16.1,796,37,4
Tata Indigo LX,2010,11.77528973,120000,Diesel,Individual,Manual,First Owner,17,1405,70,5
